	segment_id	sig_max	major_cn	minor_cn	N1	N2
1037	chr7:15095834-30714359	SBS5	1	1	18	0
1038	chr7:152313426-159345973	SBS1	1	1	16	0
1039	chr7:152313426-159345973	SBS18	1	1	1	0
1040	chr7:152313426-159345973	SBS3	1	1	27	0
1041	chr7:152313426-159345973	SBS5	1	1	19	0
1042	chr7:1563535-7306063	SBS1	1	1	7	0
1043	chr7:1563535-7306063	SBS18	1	1	3	0
1044	chr7:1563535-7306063	SBS3	1	1	17	0
1045	chr7:1563535-7306063	SBS5	1	1	8	0
1046	chr7:30722924-31765669	SBS3	1	1	3	0
1047	chr7:30722924-31765669	SBS5	1	1	2	0
1048	chr7:31777245-32478990	SBS3	1	1	1	0
1049	chr7:32494010-41677169	SBS1	2	1	5	0
1050	chr7:32494010-41677169	SBS18	2	1	3	1
1051	chr7:32494010-41677169	SBS3	2	1	36	2
1052	chr7:32494010-41677169	SBS5	2	1	18	3
1053	chr7:42203237-48319181	SBS1	1	1	3	0
1054	chr7:42203237-48319181	SBS18	1	1	2	0
1055	chr7:42203237-48319181	SBS3	1	1	22	0
1056	chr7:42203237-48319181	SBS5	1	1	6	0
1057	chr7:48319182-48327889	SBS5	2	1	1	0
1058	chr7:48327890-55456274	SBS1	1	1	2	0
1059	chr7:48327890-55456274	SBS18	1	1	3	0
1060	chr7:48327890-55456274	SBS3	1	1	15	0
1061	chr7:48327890-55456274	SBS5	1	1	7	0
1062	chr7:55456503-59498943	SBS1	1	1	2	0
1063	chr7:55456503-59498943	SBS18	1	1	1	0
1064	chr7:55456503-59498943	SBS3	1	1	17	0
1065	chr7:55456503-59498943	SBS5	1	1	11	0
1066	chr7:59498944-62298088	SBS1	1	1	2	0
1067	chr7:59498944-62298088	SBS18	1	1	3	0
1068	chr7:59498944-62298088	SBS3	1	1	35	0
1069	chr7:59498944-62298088	SBS5	1	1	31	0
1070	chr7:62298089-64042287	SBS1	1	1	4	0
1071	chr7:62298089-64042287	SBS3	1	1	23	0
1072	chr7:62298089-64042287	SBS5	1	1	18	0
1073	chr7:64044246-66612610	SBS1	1	1	3	0
1074	chr7:64044246-66612610	SBS3	1	1	12	0
1075	chr7:64044246-66612610	SBS5	1	1	9	0
1076	chr7:66613506-68085964	SBS3	1	1	4	0
1077	chr7:66613506-68085964	SBS5	1	1	2	0
1078	chr7:68090710-69546000	SBS1	1	1	1	0
1079	chr7:68090710-69546000	SBS18	1	1	1	0
1080	chr7:68090710-69546000	SBS3	1	1	7	0
1081	chr7:68090710-69546000	SBS5	1	1	3	0
1082	chr7:69546001-70793000	SBS3	1	1	2	0
1083	chr7:69546001-70793000	SBS5	1	1	1	0
1084	chr7:70793001-73822000	SBS1	1	1	4	0
1085	chr7:70793001-73822000	SBS18	1	1	1	0
1086	chr7:70793001-73822000	SBS3	1	1	11	0
1087	chr7:70793001-73822000	SBS5	1	1	10	0
1088	chr7:7308732-11019107	SBS1	1	1	2	0
1089	chr7:7308732-11019107	SBS18	1	1	1	0
1090	chr7:7308732-11019107	SBS3	1	1	4	0
1091	chr7:7308732-11019107	SBS5	1	1	2	0
1092	chr7:73860001-79384013	SBS1	1	1	1	0
1093	chr7:73860001-79384013	SBS18	1	1	3	0
1094	chr7:73860001-79384013	SBS3	1	1	11	0
1095	chr7:73860001-79384013	SBS5	1	1	10	0
1096	chr7:79390600-86440646	SBS1	1	1	3	0
1097	chr7:79390600-86440646	SBS18	1	1	1	0
1098	chr7:79390600-86440646	SBS3	1	1	19	0
1099	chr7:79390600-86440646	SBS5	1	1	10	0
1100	chr7:86440688-93878546	SBS18	1	1	3	0
1101	chr7:86440688-93878546	SBS3	1	1	24	0
1102	chr7:86440688-93878546	SBS5	1	1	11	0
1103	chr7:93878585-98864767	SBS18	1	1	2	0
1104	chr7:93878585-98864767	SBS3	1	1	23	0
1105	chr7:93878585-98864767	SBS5	1	1	10	0
1106	chr7:98864768-101438984	SBS3	2	1	12	2
1107	chr7:98864768-101438984	SBS5	2	1	10	0
1108	chr8:1-17761991	SBS1	1	0	4	0
1109	chr8:1-17761991	SBS3	1	0	38	0
1110	chr8:1-17761991	SBS5	1	0	11	0
1111	chr8:117222790-132591853	SBS1	1	1	1	0
1112	chr8:117222790-132591853	SBS18	1	1	4	0
1113	chr8:117222790-132591853	SBS3	1	1	28	0
1114	chr8:117222790-132591853	SBS5	1	1	14	0
1115	chr8:132831580-145138636	SBS1	1	1	4	0
1116	chr8:132831580-145138636	SBS18	1	1	2	0
1117	chr8:132831580-145138636	SBS3	1	1	42	0
1118	chr8:132831580-145138636	SBS5	1	1	14	0
1119	chr8:17761992-17770452	SBS5	2	0	1	0
1120	chr8:17770453-28729031	SBS18	1	0	2	0
1121	chr8:17770453-28729031	SBS3	1	0	17	0
1122	chr8:17770453-28729031	SBS5	1	0	3	0
1123	chr8:28729720-44955504	SBS1	1	0	3	0
1124	chr8:28729720-44955504	SBS18	1	0	2	0
1125	chr8:28729720-44955504	SBS3	1	0	25	0
1126	chr8:28729720-44955504	SBS5	1	0	11	0
1127	chr8:46596646-88822477	SBS1	1	0	10	0
1128	chr8:46596646-88822477	SBS18	1	0	6	0
1129	chr8:46596646-88822477	SBS3	1	0	83	0
1130	chr8:46596646-88822477	SBS5	1	0	37	0
1131	chr8:88822478-89716000	SBS3	1	1	3	0
1132	chr8:88822478-89716000	SBS5	1	1	2	0
1133	chr8:89716001-90008000	SBS3	1	1	1	0
1134	chr8:89716001-90008000	SBS5	1	1	1	0
1135	chr8:90008001-90775486	SBS1	1	1	2	0
1136	chr8:90008001-90775486	SBS3	1	1	1	0
1137	chr8:90008001-90775486	SBS5	1	1	4	0
1138	chr8:90775615-92119501	SBS1	1	1	1	0
1139	chr8:90775615-92119501	SBS3	1	1	6	0
1140	chr8:90775615-92119501	SBS5	1	1	2	0
1141	chr8:92119534-98956260	SBS1	1	1	2	0
1142	chr8:92119534-98956260	SBS18	1	1	2	0
1143	chr8:92119534-98956260	SBS3	1	1	18	0
1144	chr8:92119534-98956260	SBS5	1	1	11	0
1145	chr8:98975588-117222702	SBS1	1	1	4	0
1146	chr8:98975588-117222702	SBS18	1	1	12	0
1147	chr8:98975588-117222702	SBS3	1	1	42	0
1148	chr8:98975588-117222702	SBS5	1	1	27	0
1149	chr9:1-8558328	SBS1	1	1	5	0
1150	chr9:1-8558328	SBS18	1	1	1	0
1151	chr9:1-8558328	SBS3	1	1	14	0
1152	chr9:1-8558328	SBS5	1	1	12	0
1153	chr9:104960391-116814850	SBS18	1	0	1	0
1154	chr9:104960391-116814850	SBS3	1	0	9	0
1155	chr9:104960391-116814850	SBS5	1	0	5	0
1156	chr9:11040598-21711735	SBS1	1	1	1	0
1157	chr9:11040598-21711735	SBS18	1	1	2	0
1158	chr9:11040598-21711735	SBS3	1	1	24	0
1159	chr9:11040598-21711735	SBS5	1	1	10	0
1160	chr9:116814958-128024227	SBS1	1	0	2	0
1161	chr9:116814958-128024227	SBS18	1	0	3	0
1162	chr9:116814958-128024227	SBS3	1	0	19	0
1163	chr9:116814958-128024227	SBS5	1	0	3	0
1164	chr9:128024230-138394717	SBS1	1	0	7	0
1165	chr9:128024230-138394717	SBS3	1	0	30	0
1166	chr9:128024230-138394717	SBS5	1	0	24	0
1167	chr9:21711909-30242520	SBS1	1	1	3	0
1168	chr9:21711909-30242520	SBS18	1	1	6	0
1169	chr9:21711909-30242520	SBS3	1	1	21	0
1170	chr9:21711909-30242520	SBS5	1	1	12	0
1171	chr9:30242521-34592149	SBS1	1	1	1	0
1172	chr9:30242521-34592149	SBS18	1	1	2	0
1173	chr9:30242521-34592149	SBS3	1	1	24	0
1174	chr9:30242521-34592149	SBS5	1	1	16	0
1175	chr9:34592150-34683109	SBS3	1	1	1	0
1176	chr9:34683110-44377362	SBS1	1	1	6	0
1177	chr9:34683110-44377362	SBS18	1	1	2	0
1178	chr9:34683110-44377362	SBS3	1	1	33	0
1179	chr9:34683110-44377362	SBS5	1	1	30	0
1180	chr9:44377363-73070067	SBS1	1	0	6	0
1181	chr9:44377363-73070067	SBS18	1	0	3	0
1182	chr9:44377363-73070067	SBS3	1	0	32	0
1183	chr9:44377363-73070067	SBS5	1	0	30	0
1184	chr9:73070068-76258531	SBS3	1	0	9	0
1185	chr9:73070068-76258531	SBS5	1	0	6	0
1186	chr9:76265579-84781129	SBS1	1	0	1	0
1187	chr9:76265579-84781129	SBS18	1	0	1	0
1188	chr9:76265579-84781129	SBS3	1	0	16	0
1189	chr9:76265579-84781129	SBS5	1	0	10	0
1190	chr9:84781797-104960350	SBS1	1	0	4	0
1191	chr9:84781797-104960350	SBS18	1	0	1	0
1192	chr9:84781797-104960350	SBS3	1	0	40	0
1193	chr9:84781797-104960350	SBS5	1	0	15	0
1194	chr9:8568405-11040477	SBS3	1	1	11	0
